origin_index,origin_timestamp,split,history_start_index,history_end_index,history_steps,history_hours,maximum_interpolated_fraction,target_index_h60,target_timestamp_h60,target_index_h120,target_timestamp_h120,target_index_h240,target_timestamp_h240,target_index_h480,target_timestamp_h480
33014,2026-06-21 16:56:00,train,32655,33014,360,24,0.15,33029,2026-06-21 17:56:00,33044,2026-06-21 18:56:00,33074,2026-06-21 20:56:00,33134,2026-06-22 00:56:00
33015,2026-06-21 17:00:00,train,32656,33015,360,24,0.15,33030,2026-06-21 18:00:00,33045,2026-06-21 19:00:00,33075,2026-06-21 21:00:00,33135,2026-06-22 01:00:00
33020,2026-06-21 17:20:00,train,32661,33020,360,24,0.15,33035,2026-06-21 18:20:00,33050,2026-06-21 19:20:00,33080,2026-06-21 21:20:00,33140,2026-06-22 01:20:00
33023,2026-06-21 17:32:00,train,32664,33023,360,24,0.15,33038,2026-06-21 18:32:00,33053,2026-06-21 19:32:00,33083,2026-06-21 21:32:00,33143,2026-06-22 01:32:00
33024,2026-06-21 17:36:00,train,32665,33024,360,24,0.15,33039,2026-06-21 18:36:00,33054,2026-06-21 19:36:00,33084,2026-06-21 21:36:00,33144,2026-06-22 01:36:00
33025,2026-06-21 17:40:00,train,32666,33025,360,24,0.15,33040,2026-06-21 18:40:00,33055,2026-06-21 19:40:00,33085,2026-06-21 21:40:00,33145,2026-06-22 01:40:00
33042,2026-06-21 18:48:00,train,32683,33042,360,24,0.15,33057,2026-06-21 19:48:00,33072,2026-06-21 20:48:00,33102,2026-06-21 22:48:00,33162,2026-06-22 02:48:00
33043,2026-06-21 18:52:00,train,32684,33043,360,24,0.15,33058,2026-06-21 19:52:00,33073,2026-06-21 20:52:00,33103,2026-06-21 22:52:00,33163,2026-06-22 02:52:00
35098,2026-06-27 11:52:00,train,34739,35098,360,24,0.15,35113,2026-06-27 12:52:00,35128,2026-06-27 13:52:00,35158,2026-06-27 15:52:00,35218,2026-06-27 19:52:00
35103,2026-06-27 12:12:00,train,34744,35103,360,24,0.15,35118,2026-06-27 13:12:00,35133,2026-06-27 14:12:00,35163,2026-06-27 16:12:00,35223,2026-06-27 20:12:00
35104,2026-06-27 12:16:00,train,34745,35104,360,24,0.15,35119,2026-06-27 13:16:00,35134,2026-06-27 14:16:00,35164,2026-06-27 16:16:00,35224,2026-06-27 20:16:00
35106,2026-06-27 12:24:00,train,34747,35106,360,24,0.15,35121,2026-06-27 13:24:00,35136,2026-06-27 14:24:00,35166,2026-06-27 16:24:00,35226,2026-06-27 20:24:00
35107,2026-06-27 12:28:00,train,34748,35107,360,24,0.15,35122,2026-06-27 13:28:00,35137,2026-06-27 14:28:00,35167,2026-06-27 16:28:00,35227,2026-06-27 20:28:00
35108,2026-06-27 12:32:00,train,34749,35108,360,24,0.15,35123,2026-06-27 13:32:00,35138,2026-06-27 14:32:00,35168,2026-06-27 16:32:00,35228,2026-06-27 20:32:00
35109,2026-06-27 12:36:00,train,34750,35109,360,24,0.15,35124,2026-06-27 13:36:00,35139,2026-06-27 14:36:00,35169,2026-06-27 16:36:00,35229,2026-06-27 20:36:00
35114,2026-06-27 12:56:00,train,34755,35114,360,24,0.15,35129,2026-06-27 13:56:00,35144,2026-06-27 14:56:00,35174,2026-06-27 16:56:00,35234,2026-06-27 20:56:00
35115,2026-06-27 13:00:00,train,34756,35115,360,24,0.15,35130,2026-06-27 14:00:00,35145,2026-06-27 15:00:00,35175,2026-06-27 17:00:00,35235,2026-06-27 21:00:00
35116,2026-06-27 13:04:00,train,34757,35116,360,24,0.15,35131,2026-06-27 14:04:00,35146,2026-06-27 15:04:00,35176,2026-06-27 17:04:00,35236,2026-06-27 21:04:00
35117,2026-06-27 13:08:00,train,34758,35117,360,24,0.15,35132,2026-06-27 14:08:00,35147,2026-06-27 15:08:00,35177,2026-06-27 17:08:00,35237,2026-06-27 21:08:00
35119,2026-06-27 13:16:00,train,34760,35119,360,24,0.15,35134,2026-06-27 14:16:00,35149,2026-06-27 15:16:00,35179,2026-06-27 17:16:00,35239,2026-06-27 21:16:00
35123,2026-06-27 13:32:00,train,34764,35123,360,24,0.15,35138,2026-06-27 14:32:00,35153,2026-06-27 15:32:00,35183,2026-06-27 17:32:00,35243,2026-06-27 21:32:00
35128,2026-06-27 13:52:00,train,34769,35128,360,24,0.15,35143,2026-06-27 14:52:00,35158,2026-06-27 15:52:00,35188,2026-06-27 17:52:00,35248,2026-06-27 21:52:00
35131,2026-06-27 14:04:00,train,34772,35131,360,24,0.15,35146,2026-06-27 15:04:00,35161,2026-06-27 16:04:00,35191,2026-06-27 18:04:00,35251,2026-06-27 22:04:00
35133,2026-06-27 14:12:00,train,34774,35133,360,24,0.15,35148,2026-06-27 15:12:00,35163,2026-06-27 16:12:00,35193,2026-06-27 18:12:00,35253,2026-06-27 22:12:00
35134,2026-06-27 14:16:00,train,34775,35134,360,24,0.15,35149,2026-06-27 15:16:00,35164,2026-06-27 16:16:00,35194,2026-06-27 18:16:00,35254,2026-06-27 22:16:00
35138,2026-06-27 14:32:00,train,34779,35138,360,24,0.15,35153,2026-06-27 15:32:00,35168,2026-06-27 16:32:00,35198,2026-06-27 18:32:00,35258,2026-06-27 22:32:00
35140,2026-06-27 14:40:00,train,34781,35140,360,24,0.15,35155,2026-06-27 15:40:00,35170,2026-06-27 16:40:00,35200,2026-06-27 18:40:00,35260,2026-06-27 22:40:00
35141,2026-06-27 14:44:00,train,34782,35141,360,24,0.15,35156,2026-06-27 15:44:00,35171,2026-06-27 16:44:00,35201,2026-06-27 18:44:00,35261,2026-06-27 22:44:00
35142,2026-06-27 14:48:00,train,34783,35142,360,24,0.15,35157,2026-06-27 15:48:00,35172,2026-06-27 16:48:00,35202,2026-06-27 18:48:00,35262,2026-06-27 22:48:00
35143,2026-06-27 14:52:00,train,34784,35143,360,24,0.15,35158,2026-06-27 15:52:00,35173,2026-06-27 16:52:00,35203,2026-06-27 18:52:00,35263,2026-06-27 22:52:00
35144,2026-06-27 14:56:00,train,34785,35144,360,24,0.15,35159,2026-06-27 15:56:00,35174,2026-06-27 16:56:00,35204,2026-06-27 18:56:00,35264,2026-06-27 22:56:00
35145,2026-06-27 15:00:00,train,34786,35145,360,24,0.15,35160,2026-06-27 16:00:00,35175,2026-06-27 17:00:00,35205,2026-06-27 19:00:00,35265,2026-06-27 23:00:00
35146,2026-06-27 15:04:00,train,34787,35146,360,24,0.15,35161,2026-06-27 16:04:00,35176,2026-06-27 17:04:00,35206,2026-06-27 19:04:00,35266,2026-06-27 23:04:00
35151,2026-06-27 15:24:00,train,34792,35151,360,24,0.15,35166,2026-06-27 16:24:00,35181,2026-06-27 17:24:00,35211,2026-06-27 19:24:00,35271,2026-06-27 23:24:00
35152,2026-06-27 15:28:00,train,34793,35152,360,24,0.15,35167,2026-06-27 16:28:00,35182,2026-06-27 17:28:00,35212,2026-06-27 19:28:00,35272,2026-06-27 23:28:00
35153,2026-06-27 15:32:00,train,34794,35153,360,24,0.15,35168,2026-06-27 16:32:00,35183,2026-06-27 17:32:00,35213,2026-06-27 19:32:00,35273,2026-06-27 23:32:00
35154,2026-06-27 15:36:00,train,34795,35154,360,24,0.15,35169,2026-06-27 16:36:00,35184,2026-06-27 17:36:00,35214,2026-06-27 19:36:00,35274,2026-06-27 23:36:00
35158,2026-06-27 15:52:00,train,34799,35158,360,24,0.15,35173,2026-06-27 16:52:00,35188,2026-06-27 17:52:00,35218,2026-06-27 19:52:00,35278,2026-06-27 23:52:00
35161,2026-06-27 16:04:00,train,34802,35161,360,24,0.15,35176,2026-06-27 17:04:00,35191,2026-06-27 18:04:00,35221,2026-06-27 20:04:00,35281,2026-06-28 00:04:00
35162,2026-06-27 16:08:00,train,34803,35162,360,24,0.15,35177,2026-06-27 17:08:00,35192,2026-06-27 18:08:00,35222,2026-06-27 20:08:00,35282,2026-06-28 00:08:00
35164,2026-06-27 16:16:00,train,34805,35164,360,24,0.15,35179,2026-06-27 17:16:00,35194,2026-06-27 18:16:00,35224,2026-06-27 20:16:00,35284,2026-06-28 00:16:00
35165,2026-06-27 16:20:00,train,34806,35165,360,24,0.15,35180,2026-06-27 17:20:00,35195,2026-06-27 18:20:00,35225,2026-06-27 20:20:00,35285,2026-06-28 00:20:00
35166,2026-06-27 16:24:00,train,34807,35166,360,24,0.15,35181,2026-06-27 17:24:00,35196,2026-06-27 18:24:00,35226,2026-06-27 20:24:00,35286,2026-06-28 00:24:00
35176,2026-06-27 17:04:00,train,34817,35176,360,24,0.15,35191,2026-06-27 18:04:00,35206,2026-06-27 19:04:00,35236,2026-06-27 21:04:00,35296,2026-06-28 01:04:00
35177,2026-06-27 17:08:00,train,34818,35177,360,24,0.15,35192,2026-06-27 18:08:00,35207,2026-06-27 19:08:00,35237,2026-06-27 21:08:00,35297,2026-06-28 01:08:00
35178,2026-06-27 17:12:00,train,34819,35178,360,24,0.15,35193,2026-06-27 18:12:00,35208,2026-06-27 19:12:00,35238,2026-06-27 21:12:00,35298,2026-06-28 01:12:00
35180,2026-06-27 17:20:00,train,34821,35180,360,24,0.15,35195,2026-06-27 18:20:00,35210,2026-06-27 19:20:00,35240,2026-06-27 21:20:00,35300,2026-06-28 01:20:00
35181,2026-06-27 17:24:00,train,34822,35181,360,24,0.15,35196,2026-06-27 18:24:00,35211,2026-06-27 19:24:00,35241,2026-06-27 21:24:00,35301,2026-06-28 01:24:00
35183,2026-06-27 17:32:00,train,34824,35183,360,24,0.15,35198,2026-06-27 18:32:00,35213,2026-06-27 19:32:00,35243,2026-06-27 21:32:00,35303,2026-06-28 01:32:00
35187,2026-06-27 17:48:00,train,34828,35187,360,24,0.15,35202,2026-06-27 18:48:00,35217,2026-06-27 19:48:00,35247,2026-06-27 21:48:00,35307,2026-06-28 01:48:00
35188,2026-06-27 17:52:00,train,34829,35188,360,24,0.15,35203,2026-06-27 18:52:00,35218,2026-06-27 19:52:00,35248,2026-06-27 21:52:00,35308,2026-06-28 01:52:00
35190,2026-06-27 18:00:00,train,34831,35190,360,24,0.15,35205,2026-06-27 19:00:00,35220,2026-06-27 20:00:00,35250,2026-06-27 22:00:00,35310,2026-06-28 02:00:00
35191,2026-06-27 18:04:00,train,34832,35191,360,24,0.15,35206,2026-06-27 19:04:00,35221,2026-06-27 20:04:00,35251,2026-06-27 22:04:00,35311,2026-06-28 02:04:00
35193,2026-06-27 18:12:00,train,34834,35193,360,24,0.15,35208,2026-06-27 19:12:00,35223,2026-06-27 20:12:00,35253,2026-06-27 22:12:00,35313,2026-06-28 02:12:00
35195,2026-06-27 18:20:00,train,34836,35195,360,24,0.15,35210,2026-06-27 19:20:00,35225,2026-06-27 20:20:00,35255,2026-06-27 22:20:00,35315,2026-06-28 02:20:00
35198,2026-06-27 18:32:00,train,34839,35198,360,24,0.15,35213,2026-06-27 19:32:00,35228,2026-06-27 20:32:00,35258,2026-06-27 22:32:00,35318,2026-06-28 02:32:00
35199,2026-06-27 18:36:00,train,34840,35199,360,24,0.15,35214,2026-06-27 19:36:00,35229,2026-06-27 20:36:00,35259,2026-06-27 22:36:00,35319,2026-06-28 02:36:00
35202,2026-06-27 18:48:00,train,34843,35202,360,24,0.15,35217,2026-06-27 19:48:00,35232,2026-06-27 20:48:00,35262,2026-06-27 22:48:00,35322,2026-06-28 02:48:00
35204,2026-06-27 18:56:00,train,34845,35204,360,24,0.15,35219,2026-06-27 19:56:00,35234,2026-06-27 20:56:00,35264,2026-06-27 22:56:00,35324,2026-06-28 02:56:00
35205,2026-06-27 19:00:00,train,34846,35205,360,24,0.15,35220,2026-06-27 20:00:00,35235,2026-06-27 21:00:00,35265,2026-06-27 23:00:00,35325,2026-06-28 03:00:00
35206,2026-06-27 19:04:00,train,34847,35206,360,24,0.15,35221,2026-06-27 20:04:00,35236,2026-06-27 21:04:00,35266,2026-06-27 23:04:00,35326,2026-06-28 03:04:00
35209,2026-06-27 19:16:00,train,34850,35209,360,24,0.15,35224,2026-06-27 20:16:00,35239,2026-06-27 21:16:00,35269,2026-06-27 23:16:00,35329,2026-06-28 03:16:00
35210,2026-06-27 19:20:00,train,34851,35210,360,24,0.15,35225,2026-06-27 20:20:00,35240,2026-06-27 21:20:00,35270,2026-06-27 23:20:00,35330,2026-06-28 03:20:00
35211,2026-06-27 19:24:00,train,34852,35211,360,24,0.15,35226,2026-06-27 20:24:00,35241,2026-06-27 21:24:00,35271,2026-06-27 23:24:00,35331,2026-06-28 03:24:00
35213,2026-06-27 19:32:00,train,34854,35213,360,24,0.15,35228,2026-06-27 20:32:00,35243,2026-06-27 21:32:00,35273,2026-06-27 23:32:00,35333,2026-06-28 03:32:00
35214,2026-06-27 19:36:00,train,34855,35214,360,24,0.15,35229,2026-06-27 20:36:00,35244,2026-06-27 21:36:00,35274,2026-06-27 23:36:00,35334,2026-06-28 03:36:00
35215,2026-06-27 19:40:00,train,34856,35215,360,24,0.15,35230,2026-06-27 20:40:00,35245,2026-06-27 21:40:00,35275,2026-06-27 23:40:00,35335,2026-06-28 03:40:00
35217,2026-06-27 19:48:00,train,34858,35217,360,24,0.15,35232,2026-06-27 20:48:00,35247,2026-06-27 21:48:00,35277,2026-06-27 23:48:00,35337,2026-06-28 03:48:00
35220,2026-06-27 20:00:00,train,34861,35220,360,24,0.15,35235,2026-06-27 21:00:00,35250,2026-06-27 22:00:00,35280,2026-06-28 00:00:00,35340,2026-06-28 04:00:00
35221,2026-06-27 20:04:00,train,34862,35221,360,24,0.15,35236,2026-06-27 21:04:00,35251,2026-06-27 22:04:00,35281,2026-06-28 00:04:00,35341,2026-06-28 04:04:00
35225,2026-06-27 20:20:00,train,34866,35225,360,24,0.15,35240,2026-06-27 21:20:00,35255,2026-06-27 22:20:00,35285,2026-06-28 00:20:00,35345,2026-06-28 04:20:00
35229,2026-06-27 20:36:00,train,34870,35229,360,24,0.15,35244,2026-06-27 21:36:00,35259,2026-06-27 22:36:00,35289,2026-06-28 00:36:00,35349,2026-06-28 04:36:00
35231,2026-06-27 20:44:00,train,34872,35231,360,24,0.15,35246,2026-06-27 21:44:00,35261,2026-06-27 22:44:00,35291,2026-06-28 00:44:00,35351,2026-06-28 04:44:00
35232,2026-06-27 20:48:00,train,34873,35232,360,24,0.15,35247,2026-06-27 21:48:00,35262,2026-06-27 22:48:00,35292,2026-06-28 00:48:00,35352,2026-06-28 04:48:00
35233,2026-06-27 20:52:00,train,34874,35233,360,24,0.15,35248,2026-06-27 21:52:00,35263,2026-06-27 22:52:00,35293,2026-06-28 00:52:00,35353,2026-06-28 04:52:00
35236,2026-06-27 21:04:00,train,34877,35236,360,24,0.15,35251,2026-06-27 22:04:00,35266,2026-06-27 23:04:00,35296,2026-06-28 01:04:00,35356,2026-06-28 05:04:00
35238,2026-06-27 21:12:00,train,34879,35238,360,24,0.15,35253,2026-06-27 22:12:00,35268,2026-06-27 23:12:00,35298,2026-06-28 01:12:00,35358,2026-06-28 05:12:00
35239,2026-06-27 21:16:00,train,34880,35239,360,24,0.15,35254,2026-06-27 22:16:00,35269,2026-06-27 23:16:00,35299,2026-06-28 01:16:00,35359,2026-06-28 05:16:00
35240,2026-06-27 21:20:00,train,34881,35240,360,24,0.15,35255,2026-06-27 22:20:00,35270,2026-06-27 23:20:00,35300,2026-06-28 01:20:00,35360,2026-06-28 05:20:00
35243,2026-06-27 21:32:00,train,34884,35243,360,24,0.15,35258,2026-06-27 22:32:00,35273,2026-06-27 23:32:00,35303,2026-06-28 01:32:00,35363,2026-06-28 05:32:00
35244,2026-06-27 21:36:00,train,34885,35244,360,24,0.15,35259,2026-06-27 22:36:00,35274,2026-06-27 23:36:00,35304,2026-06-28 01:36:00,35364,2026-06-28 05:36:00
35245,2026-06-27 21:40:00,train,34886,35245,360,24,0.15,35260,2026-06-27 22:40:00,35275,2026-06-27 23:40:00,35305,2026-06-28 01:40:00,35365,2026-06-28 05:40:00
35247,2026-06-27 21:48:00,train,34888,35247,360,24,0.15,35262,2026-06-27 22:48:00,35277,2026-06-27 23:48:00,35307,2026-06-28 01:48:00,35367,2026-06-28 05:48:00
35248,2026-06-27 21:52:00,train,34889,35248,360,24,0.15,35263,2026-06-27 22:52:00,35278,2026-06-27 23:52:00,35308,2026-06-28 01:52:00,35368,2026-06-28 05:52:00
35251,2026-06-27 22:04:00,train,34892,35251,360,24,0.15,35266,2026-06-27 23:04:00,35281,2026-06-28 00:04:00,35311,2026-06-28 02:04:00,35371,2026-06-28 06:04:00
35254,2026-06-27 22:16:00,train,34895,35254,360,24,0.15,35269,2026-06-27 23:16:00,35284,2026-06-28 00:16:00,35314,2026-06-28 02:16:00,35374,2026-06-28 06:16:00
35255,2026-06-27 22:20:00,train,34896,35255,360,24,0.15,35270,2026-06-27 23:20:00,35285,2026-06-28 00:20:00,35315,2026-06-28 02:20:00,35375,2026-06-28 06:20:00
35259,2026-06-27 22:36:00,train,34900,35259,360,24,0.15,35274,2026-06-27 23:36:00,35289,2026-06-28 00:36:00,35319,2026-06-28 02:36:00,35379,2026-06-28 06:36:00
35261,2026-06-27 22:44:00,train,34902,35261,360,24,0.15,35276,2026-06-27 23:44:00,35291,2026-06-28 00:44:00,35321,2026-06-28 02:44:00,35381,2026-06-28 06:44:00
35262,2026-06-27 22:48:00,train,34903,35262,360,24,0.15,35277,2026-06-27 23:48:00,35292,2026-06-28 00:48:00,35322,2026-06-28 02:48:00,35382,2026-06-28 06:48:00
35263,2026-06-27 22:52:00,train,34904,35263,360,24,0.15,35278,2026-06-27 23:52:00,35293,2026-06-28 00:52:00,35323,2026-06-28 02:52:00,35383,2026-06-28 06:52:00
35266,2026-06-27 23:04:00,train,34907,35266,360,24,0.15,35281,2026-06-28 00:04:00,35296,2026-06-28 01:04:00,35326,2026-06-28 03:04:00,35386,2026-06-28 07:04:00
35267,2026-06-27 23:08:00,train,34908,35267,360,24,0.15,35282,2026-06-28 00:08:00,35297,2026-06-28 01:08:00,35327,2026-06-28 03:08:00,35387,2026-06-28 07:08:00
35270,2026-06-27 23:20:00,train,34911,35270,360,24,0.15,35285,2026-06-28 00:20:00,35300,2026-06-28 01:20:00,35330,2026-06-28 03:20:00,35390,2026-06-28 07:20:00
35271,2026-06-27 23:24:00,train,34912,35271,360,24,0.15,35286,2026-06-28 00:24:00,35301,2026-06-28 01:24:00,35331,2026-06-28 03:24:00,35391,2026-06-28 07:24:00
35274,2026-06-27 23:36:00,train,34915,35274,360,24,0.15,35289,2026-06-28 00:36:00,35304,2026-06-28 01:36:00,35334,2026-06-28 03:36:00,35394,2026-06-28 07:36:00
35278,2026-06-27 23:52:00,train,34919,35278,360,24,0.15,35293,2026-06-28 00:52:00,35308,2026-06-28 01:52:00,35338,2026-06-28 03:52:00,35398,2026-06-28 07:52:00
35283,2026-06-28 00:12:00,train,34924,35283,360,24,0.15,35298,2026-06-28 01:12:00,35313,2026-06-28 02:12:00,35343,2026-06-28 04:12:00,35403,2026-06-28 08:12:00
35289,2026-06-28 00:36:00,train,34930,35289,360,24,0.15,35304,2026-06-28 01:36:00,35319,2026-06-28 02:36:00,35349,2026-06-28 04:36:00,35409,2026-06-28 08:36:00
35290,2026-06-28 00:40:00,train,34931,35290,360,24,0.15,35305,2026-06-28 01:40:00,35320,2026-06-28 02:40:00,35350,2026-06-28 04:40:00,35410,2026-06-28 08:40:00
35292,2026-06-28 00:48:00,train,34933,35292,360,24,0.15,35307,2026-06-28 01:48:00,35322,2026-06-28 02:48:00,35352,2026-06-28 04:48:00,35412,2026-06-28 08:48:00
35293,2026-06-28 00:52:00,train,34934,35293,360,24,0.15,35308,2026-06-28 01:52:00,35323,2026-06-28 02:52:00,35353,2026-06-28 04:52:00,35413,2026-06-28 08:52:00
35294,2026-06-28 00:56:00,train,34935,35294,360,24,0.15,35309,2026-06-28 01:56:00,35324,2026-06-28 02:56:00,35354,2026-06-28 04:56:00,35414,2026-06-28 08:56:00
35295,2026-06-28 01:00:00,train,34936,35295,360,24,0.15,35310,2026-06-28 02:00:00,35325,2026-06-28 03:00:00,35355,2026-06-28 05:00:00,35415,2026-06-28 09:00:00
35299,2026-06-28 01:16:00,train,34940,35299,360,24,0.15,35314,2026-06-28 02:16:00,35329,2026-06-28 03:16:00,35359,2026-06-28 05:16:00,35419,2026-06-28 09:16:00
35300,2026-06-28 01:20:00,train,34941,35300,360,24,0.15,35315,2026-06-28 02:20:00,35330,2026-06-28 03:20:00,35360,2026-06-28 05:20:00,35420,2026-06-28 09:20:00
35303,2026-06-28 01:32:00,train,34944,35303,360,24,0.15,35318,2026-06-28 02:32:00,35333,2026-06-28 03:32:00,35363,2026-06-28 05:32:00,35423,2026-06-28 09:32:00
35304,2026-06-28 01:36:00,train,34945,35304,360,24,0.15,35319,2026-06-28 02:36:00,35334,2026-06-28 03:36:00,35364,2026-06-28 05:36:00,35424,2026-06-28 09:36:00
35305,2026-06-28 01:40:00,train,34946,35305,360,24,0.15,35320,2026-06-28 02:40:00,35335,2026-06-28 03:40:00,35365,2026-06-28 05:40:00,35425,2026-06-28 09:40:00
35306,2026-06-28 01:44:00,train,34947,35306,360,24,0.15,35321,2026-06-28 02:44:00,35336,2026-06-28 03:44:00,35366,2026-06-28 05:44:00,35426,2026-06-28 09:44:00
35307,2026-06-28 01:48:00,train,34948,35307,360,24,0.15,35322,2026-06-28 02:48:00,35337,2026-06-28 03:48:00,35367,2026-06-28 05:48:00,35427,2026-06-28 09:48:00
35308,2026-06-28 01:52:00,train,34949,35308,360,24,0.15,35323,2026-06-28 02:52:00,35338,2026-06-28 03:52:00,35368,2026-06-28 05:52:00,35428,2026-06-28 09:52:00
35311,2026-06-28 02:04:00,train,34952,35311,360,24,0.15,35326,2026-06-28 03:04:00,35341,2026-06-28 04:04:00,35371,2026-06-28 06:04:00,35431,2026-06-28 10:04:00
35315,2026-06-28 02:20:00,train,34956,35315,360,24,0.15,35330,2026-06-28 03:20:00,35345,2026-06-28 04:20:00,35375,2026-06-28 06:20:00,35435,2026-06-28 10:20:00
35316,2026-06-28 02:24:00,train,34957,35316,360,24,0.15,35331,2026-06-28 03:24:00,35346,2026-06-28 04:24:00,35376,2026-06-28 06:24:00,35436,2026-06-28 10:24:00
35317,2026-06-28 02:28:00,train,34958,35317,360,24,0.15,35332,2026-06-28 03:28:00,35347,2026-06-28 04:28:00,35377,2026-06-28 06:28:00,35437,2026-06-28 10:28:00
35318,2026-06-28 02:32:00,train,34959,35318,360,24,0.15,35333,2026-06-28 03:32:00,35348,2026-06-28 04:32:00,35378,2026-06-28 06:32:00,35438,2026-06-28 10:32:00
35319,2026-06-28 02:36:00,train,34960,35319,360,24,0.15,35334,2026-06-28 03:36:00,35349,2026-06-28 04:36:00,35379,2026-06-28 06:36:00,35439,2026-06-28 10:36:00
35321,2026-06-28 02:44:00,train,34962,35321,360,24,0.15,35336,2026-06-28 03:44:00,35351,2026-06-28 04:44:00,35381,2026-06-28 06:44:00,35441,2026-06-28 10:44:00
35322,2026-06-28 02:48:00,train,34963,35322,360,24,0.15,35337,2026-06-28 03:48:00,35352,2026-06-28 04:48:00,35382,2026-06-28 06:48:00,35442,2026-06-28 10:48:00
35323,2026-06-28 02:52:00,train,34964,35323,360,24,0.15,35338,2026-06-28 03:52:00,35353,2026-06-28 04:52:00,35383,2026-06-28 06:52:00,35443,2026-06-28 10:52:00
35328,2026-06-28 03:12:00,train,34969,35328,360,24,0.15,35343,2026-06-28 04:12:00,35358,2026-06-28 05:12:00,35388,2026-06-28 07:12:00,35448,2026-06-28 11:12:00
35330,2026-06-28 03:20:00,train,34971,35330,360,24,0.15,35345,2026-06-28 04:20:00,35360,2026-06-28 05:20:00,35390,2026-06-28 07:20:00,35450,2026-06-28 11:20:00
35331,2026-06-28 03:24:00,train,34972,35331,360,24,0.15,35346,2026-06-28 04:24:00,35361,2026-06-28 05:24:00,35391,2026-06-28 07:24:00,35451,2026-06-28 11:24:00
35333,2026-06-28 03:32:00,train,34974,35333,360,24,0.15,35348,2026-06-28 04:32:00,35363,2026-06-28 05:32:00,35393,2026-06-28 07:32:00,35453,2026-06-28 11:32:00
35334,2026-06-28 03:36:00,train,34975,35334,360,24,0.15,35349,2026-06-28 04:36:00,35364,2026-06-28 05:36:00,35394,2026-06-28 07:36:00,35454,2026-06-28 11:36:00
35335,2026-06-28 03:40:00,train,34976,35335,360,24,0.15,35350,2026-06-28 04:40:00,35365,2026-06-28 05:40:00,35395,2026-06-28 07:40:00,35455,2026-06-28 11:40:00
35338,2026-06-28 03:52:00,train,34979,35338,360,24,0.15,35353,2026-06-28 04:52:00,35368,2026-06-28 05:52:00,35398,2026-06-28 07:52:00,35458,2026-06-28 11:52:00
35342,2026-06-28 04:08:00,train,34983,35342,360,24,0.15,35357,2026-06-28 05:08:00,35372,2026-06-28 06:08:00,35402,2026-06-28 08:08:00,35462,2026-06-28 12:08:00
35343,2026-06-28 04:12:00,train,34984,35343,360,24,0.15,35358,2026-06-28 05:12:00,35373,2026-06-28 06:12:00,35403,2026-06-28 08:12:00,35463,2026-06-28 12:12:00
35346,2026-06-28 04:24:00,train,34987,35346,360,24,0.15,35361,2026-06-28 05:24:00,35376,2026-06-28 06:24:00,35406,2026-06-28 08:24:00,35466,2026-06-28 12:24:00
35349,2026-06-28 04:36:00,train,34990,35349,360,24,0.15,35364,2026-06-28 05:36:00,35379,2026-06-28 06:36:00,35409,2026-06-28 08:36:00,35469,2026-06-28 12:36:00
35351,2026-06-28 04:44:00,train,34992,35351,360,24,0.15,35366,2026-06-28 05:44:00,35381,2026-06-28 06:44:00,35411,2026-06-28 08:44:00,35471,2026-06-28 12:44:00
35352,2026-06-28 04:48:00,train,34993,35352,360,24,0.15,35367,2026-06-28 05:48:00,35382,2026-06-28 06:48:00,35412,2026-06-28 08:48:00,35472,2026-06-28 12:48:00
35354,2026-06-28 04:56:00,train,34995,35354,360,24,0.15,35369,2026-06-28 05:56:00,35384,2026-06-28 06:56:00,35414,2026-06-28 08:56:00,35474,2026-06-28 12:56:00
35358,2026-06-28 05:12:00,train,34999,35358,360,24,0.15,35373,2026-06-28 06:12:00,35388,2026-06-28 07:12:00,35418,2026-06-28 09:12:00,35478,2026-06-28 13:12:00
35360,2026-06-28 05:20:00,train,35001,35360,360,24,0.15,35375,2026-06-28 06:20:00,35390,2026-06-28 07:20:00,35420,2026-06-28 09:20:00,35480,2026-06-28 13:20:00
35361,2026-06-28 05:24:00,train,35002,35361,360,24,0.15,35376,2026-06-28 06:24:00,35391,2026-06-28 07:24:00,35421,2026-06-28 09:24:00,35481,2026-06-28 13:24:00
35362,2026-06-28 05:28:00,train,35003,35362,360,24,0.15,35377,2026-06-28 06:28:00,35392,2026-06-28 07:28:00,35422,2026-06-28 09:28:00,35482,2026-06-28 13:28:00
35363,2026-06-28 05:32:00,train,35004,35363,360,24,0.15,35378,2026-06-28 06:32:00,35393,2026-06-28 07:32:00,35423,2026-06-28 09:32:00,35483,2026-06-28 13:32:00
35364,2026-06-28 05:36:00,train,35005,35364,360,24,0.15,35379,2026-06-28 06:36:00,35394,2026-06-28 07:36:00,35424,2026-06-28 09:36:00,35484,2026-06-28 13:36:00
35368,2026-06-28 05:52:00,train,35009,35368,360,24,0.15,35383,2026-06-28 06:52:00,35398,2026-06-28 07:52:00,35428,2026-06-28 09:52:00,35488,2026-06-28 13:52:00
35369,2026-06-28 05:56:00,train,35010,35369,360,24,0.15,35384,2026-06-28 06:56:00,35399,2026-06-28 07:56:00,35429,2026-06-28 09:56:00,35489,2026-06-28 13:56:00
35372,2026-06-28 06:08:00,train,35013,35372,360,24,0.15,35387,2026-06-28 07:08:00,35402,2026-06-28 08:08:00,35432,2026-06-28 10:08:00,35492,2026-06-28 14:08:00
